Source,Target,Prediction,Confidence
http://human.owl#NCI_C33565,http://mouse.owl#MA_0001552,True,0.9997958844284632
http://human.owl#NCI_C12758,http://mouse.owl#MA_0001095,True,0.999998852758698
http://human.owl#NCI_C32296,http://mouse.owl#MA_0000789,False,0.9999782307609466
http://human.owl#NCI_C49191,http://mouse.owl#MA_0000702,True,0.904649070250472
http://human.owl#NCI_C12442,http://mouse.owl#MA_0000206,True,0.9999989719621736
http://human.owl#NCI_C12442,http://mouse.owl#MA_0000205,True,0.9999993295729128
http://human.owl#NCI_C13041,http://mouse.owl#MA_0000004,True,0.8175721161425328
http://human.owl#NCI_C49210,http://mouse.owl#MA_0001841,True,0.56217583240244
http://human.owl#NCI_C49228,http://mouse.owl#MA_0001633,True,0.9399119948053328
http://human.owl#NCI_C32492,http://mouse.owl#MA_0000398,False,0.8519508433887499
http://human.owl#NCI_C12867,http://mouse.owl#MA_0001771,True,0.9998763263659391
http://human.owl#NCI_C32414,http://mouse.owl#MA_0001355,True,0.9999917005724162
http://human.owl#NCI_C12907,http://mouse.owl#MA_0000014,True,0.9999946806438452
http://human.owl#NCI_C53172,http://mouse.owl#MA_0002302,True,0.998829391098004
http://human.owl#NCI_C32743,http://mouse.owl#MA_0002723,False,0.9999982567411922
http://human.owl#NCI_C49312,http://mouse.owl#MA_0001729,True,0.7772962526906898
http://human.owl#NCI_C52844,http://mouse.owl#MA_0001914,True,0.8807950519009798
http://human.owl#NCI_C33178,http://mouse.owl#MA_0001320,True,0.9999955150656736
http://human.owl#NCI_C12421,http://mouse.owl#MA_0000341,True,0.9859356191677364
http://human.owl#NCI_C33791,http://mouse.owl#MA_0000777,True,0.9999536756438672
http://human.owl#NCI_C33627,http://mouse.owl#MA_0001460,False,0.9999958726751764
http://human.owl#NCI_C33869,http://mouse.owl#MA_0001454,False,0.5621736208595977
http://human.owl#NCI_C12884,http://mouse.owl#MA_0002655,True,0.9995690660227812
http://human.owl#NCI_C32683,http://mouse.owl#MA_0001659,True,0.9999034944852412
http://human.owl#NCI_C33665,http://mouse.owl#MA_0002127,True,0.8519515289220955
http://human.owl#NCI_C32929,http://mouse.owl#MA_0001546,False,0.5621753632865646
http://human.owl#NCI_C12897,http://mouse.owl#MA_0001073,True,0.9999715555230154
http://human.owl#NCI_C53050,http://mouse.owl#MA_0002234,True,0.9999996871837232
http://human.owl#NCI_C12992,http://mouse.owl#MA_0000756,True,0.99999158136958
http://human.owl#NCI_C32658,http://mouse.owl#MA_0002684,True,0.9984985298165022
http://human.owl#NCI_C12379,http://mouse.owl#MA_0000333,True,0.9999983759447104
http://human.owl#NCI_C48257,http://mouse.owl#MA_0002677,False,0.998072988160571
http://human.owl#NCI_C12455,http://mouse.owl#MA_0000170,True,0.999997303114013
http://human.owl#NCI_C33205,http://mouse.owl#MA_0001326,True,0.9997383408025536
http://human.owl#NCI_C33666,http://mouse.owl#MA_0002225,False,0.9933066532607776
http://human.owl#NCI_C32653,http://mouse.owl#MA_0000901,True,0.9975268086786696
http://human.owl#NCI_C12378,http://mouse.owl#MA_0000323,True,0.9999964686909204
http://human.owl#NCI_C33661,http://mouse.owl#MA_0002062,False,0.999999091165777
http://human.owl#NCI_C33121,http://mouse.owl#MA_0001347,False,0.999998852758698
http://human.owl#NCI_C32926,http://mouse.owl#MA_0002688,True,0.9975266899964694
http://human.owl#NCI_C12899,http://mouse.owl#MA_0001039,True,0.999840931566558
http://human.owl#NCI_C49222,http://mouse.owl#MA_0001567,True,0.999994799847051
http://human.owl#NCI_C33661,http://mouse.owl#MA_0002053,False,0.999999448776502
http://human.owl#NCI_C52941,http://mouse.owl#MA_0001982,True,0.999999448776502
http://human.owl#NCI_C32824,http://mouse.owl#MA_0002324,True,0.9998760879914248
http://human.owl#NCI_C12821,http://mouse.owl#MA_0001032,True,0.9995687085781816
http://human.owl#NCI_C28381,http://mouse.owl#MA_0001289,True,0.8519496246641644
http://human.owl#NCI_C49210,http://mouse.owl#MA_0001831,True,0.9914206683883692
http://human.owl#NCI_C49136,http://mouse.owl#MA_0000186,False,0.8519510084245049
http://human.owl#NCI_C32154,http://mouse.owl#MA_0001676,True,0.9999982567411922
http://human.owl#NCI_C12759,http://mouse.owl#MA_0000288,False,0.5621755308279037
http://human.owl#NCI_C32154,http://mouse.owl#MA_0001679,False,0.994779200745376
http://human.owl#NCI_C12292,http://mouse.owl#MA_0000259,True,0.9999917005724162
http://human.owl#NCI_C13177,http://mouse.owl#MA_0000279,True,0.9947793193323048
http://human.owl#NCI_C12848,http://mouse.owl#MA_0001611,False,0.6791776844381462
http://human.owl#NCI_C49330,http://mouse.owl#MA_0000704,True,0.9770206822328806
http://human.owl#NCI_C13004,http://mouse.owl#MA_0000076,True,0.9999933694113404
http://human.owl#NCI_C32933,http://mouse.owl#MA_0001757,True,0.9859352785066544
http://human.owl#NCI_C32933,http://mouse.owl#MA_0001756,True,0.777297990085145
http://human.owl#NCI_C12351,http://mouse.owl#MA_0000183,True,0.998829986446892
http://human.owl#NCI_C32561,http://mouse.owl#MA_0002325,True,0.9968267393114806
http://human.owl#NCI_C49301,http://mouse.owl#MA_0001596,True,0.9890104144933004
http://human.owl#NCI_C32538,http://mouse.owl#MA_0002680,True,0.99999408462894
http://human.owl#NCI_C12812,http://mouse.owl#MA_0001106,True,0.9999993295729128
http://human.owl#NCI_C32945,http://mouse.owl#MA_0001280,True,0.982012857822767
http://human.owl#NCI_C32884,http://mouse.owl#MA_0000045,True,0.8175652694522751
http://human.owl#NCI_C52786,http://mouse.owl#MA_0001395,True,0.9999993295729128
http://human.owl#NCI_C12937,http://mouse.owl#MA_0000792,True,0.9999412791109632
http://human.owl#NCI_C32337,http://mouse.owl#MA_0001012,True,0.8807945006566523
http://human.owl#NCI_C33581,http://mouse.owl#MA_0002063,True,0.999997779927489
http://human.owl#NCI_C49243,http://mouse.owl#MA_0001539,True,0.9947793193323048
http://human.owl#NCI_C33162,http://mouse.owl#MA_0001349,True,0.9999993295729128
http://human.owl#NCI_C12723,http://mouse.owl#MA_0001093,True,0.9999993295729128
http://human.owl#NCI_C32931,http://mouse.owl#MA_0001547,False,0.9975268086786696
http://human.owl#NCI_C13147,http://mouse.owl#MA_0001591,False,0.9997384599806582
http://human.owl#NCI_C32890,http://mouse.owl#MA_0001505,True,0.9990885944370144
http://human.owl#NCI_C33140,http://mouse.owl#MA_0001029,True,0.999978111559716
http://human.owl#NCI_C25763,http://mouse.owl#MA_0001522,False,0.9890122824609718
http://human.owl#NCI_C33568,http://mouse.owl#MA_0002686,True,0.9999982567411922
http://human.owl#NCI_C33923,http://mouse.owl#MA_0000854,False,0.999999091165777
http://human.owl#NCI_C12761,http://mouse.owl#MA_0001097,True,0.9999989719621736
http://human.owl#NCI_C49241,http://mouse.owl#MA_0001537,True,0.9990887134795086
http://human.owl#NCI_C32809,http://mouse.owl#MA_0001312,True,0.9999893165220308
http://human.owl#NCI_C32928,http://mouse.owl#MA_0002689,True,0.9995689468939613
http://human.owl#NCI_C49306,http://mouse.owl#MA_0001863,True,0.9980723932628892
http://human.owl#NCI_C33826,http://mouse.owl#MA_0002070,True,0.9241408553306564
http://human.owl#NCI_C32808,http://mouse.owl#MA_0001311,True,0.999992892600195
http://human.owl#NCI_C38669,http://mouse.owl#MA_0002664,True,0.9975268086786696
http://human.owl#NCI_C32475,http://mouse.owl#MA_0001036,True,0.9999828796127436
http://human.owl#NCI_C33287,http://mouse.owl#MA_0000532,True,0.9975263404530847
http://human.owl#NCI_C32692,http://mouse.owl#MA_0001709,True,0.9999946806438452
http://human.owl#NCI_C38668,http://mouse.owl#MA_0002663,True,0.9998410507423424
http://human.owl#NCI_C53079,http://mouse.owl#MA_0002395,True,0.9947789635715608
http://human.owl#NCI_C33040,http://mouse.owl#MA_0002672,True,0.851951351191175
http://human.owl#NCI_C49240,http://mouse.owl#MA_0001536,True,0.99330653438686
http://human.owl#NCI_C32934,http://mouse.owl#MA_0001769,False,0.8519520494200039
http://human.owl#NCI_C32228,http://mouse.owl#MA_0000858,True,0.6791759234671381
http://human.owl#NCI_C32783,http://mouse.owl#MA_0001276,True,0.9525728098454248
http://human.owl#NCI_C32930,http://mouse.owl#MA_0002690,True,0.9998411699326908
http://human.owl#NCI_C12421,http://mouse.owl#MA_0002474,True,0.9999542716337786
http://human.owl#NCI_C33652,http://mouse.owl#MA_0001245,False,0.9968269734921458
http://human.owl#NCI_C48940,http://mouse.owl#MA_0001695,True,0.999875849616967
http://human.owl#NCI_C32825,http://mouse.owl#MA_0001176,True,0.9999410407209638
http://human.owl#NCI_C12807,http://mouse.owl#MA_0001028,True,0.9959290767728268
http://human.owl#NCI_C33570,http://mouse.owl#MA_0002687,True,0.9998762071859498
http://human.owl#NCI_C33572,http://mouse.owl#MA_0001562,True,0.9999957534718432
http://human.owl#NCI_C32934,http://mouse.owl#MA_0001770,False,0.5621755308279037
http://human.owl#NCI_C12759,http://mouse.owl#MA_0001096,True,0.9999993295729128
http://human.owl#NCI_C33586,http://mouse.owl#MA_0001289,True,0.999997303114013
http://human.owl#NCI_C33688,http://mouse.owl#MA_0001277,True,0.9820127425868602
http://human.owl#NCI_C12808,http://mouse.owl#MA_0001105,True,0.9999993295729128
http://human.owl#NCI_C12807,http://mouse.owl#MA_0001029,True,0.998829867377086
http://human.owl#NCI_C49586,http://mouse.owl#MA_0000742,True,0.9996642365947384
http://human.owl#NCI_C12864,http://mouse.owl#MA_0001388,True,0.9999865748705684
http://human.owl#NCI_C33773,http://mouse.owl#MA_0002674,True,0.9959284831530152
http://human.owl#NCI_C33204,http://mouse.owl#MA_0000193,True,0.9999987335551228
http://human.owl#NCI_C49141,http://mouse.owl#MA_0000995,True,0.8519511861553537
http://human.owl#NCI_C52707,http://mouse.owl#MA_0001596,True,0.9933053618374992
http://human.owl#NCI_C49297,http://mouse.owl#MA_0001554,True,0.9992892513040236
http://human.owl#NCI_C53039,http://mouse.owl#MA_0002267,True,0.99999158136958
http://human.owl#NCI_C52769,http://mouse.owl#MA_0000315,True,0.7310567919047004
http://human.owl#NCI_C49479,http://mouse.owl#MA_0001665,True,0.999999091165777
http://human.owl#NCI_C32804,http://mouse.owl#MA_0001189,False,0.9999542716337786
http://human.owl#NCI_C49479,http://mouse.owl#MA_0001669,False,0.6791776844381462
http://human.owl#NCI_C49220,http://mouse.owl#MA_0001734,True,0.9399102020671845
http://human.owl#NCI_C33571,http://mouse.owl#MA_0001558,False,0.8519499674302778
http://human.owl#NCI_C12993,http://mouse.owl#MA_0000762,True,0.9999963494877432
http://human.owl#NCI_C48257,http://mouse.owl#MA_0000730,False,0.9999993295729128
http://human.owl#NCI_C12871,http://mouse.owl#MA_0000092,True,0.982012049342563
http://human.owl#NCI_C12870,http://mouse.owl#MA_0000093,True,0.9820125102859462
http://human.owl#NCI_C33400,http://mouse.owl#MA_0001710,True,0.9999034944852412
http://human.owl#NCI_C12996,http://mouse.owl#MA_0001109,True,0.999999091165777
http://human.owl#NCI_C49260,http://mouse.owl#MA_0000751,False,0.7772977584323266
http://human.owl#NCI_C12677,http://mouse.owl#MA_0001630,True,0.9994466435884356
http://human.owl#NCI_C32397,http://mouse.owl#MA_0002283,False,0.999999091165777
http://human.owl#NCI_C33309,http://mouse.owl#MA_0002497,True,0.9999976607241556
http://human.owl#NCI_C33166,http://mouse.owl#MA_0000277,False,0.8175736268078909
http://human.owl#NCI_C12386,http://mouse.owl#MA_0002693,False,0.9968270920910962
http://human.owl#NCI_C33249,http://mouse.owl#MA_0001584,True,0.9999989719621736
http://human.owl#NCI_C49138,http://mouse.owl#MA_0000993,False,0.8807958787681179
http://human.owl#NCI_C52697,http://mouse.owl#MA_0002151,True,0.9999993295729128
http://human.owl#NCI_C33343,http://mouse.owl#MA_0002198,True,0.9820125102859462
http://human.owl#NCI_C12413,http://mouse.owl#MA_0002636,True,0.679177907089978
http://human.owl#NCI_C33470,http://mouse.owl#MA_0000279,True,0.9999541524335852
http://human.owl#NCI_C32344,http://mouse.owl#MA_0000371,True,0.9999717939239277
http://human.owl#NCI_C12934,http://mouse.owl#MA_0001036,True,0.99999158136958
http://human.owl#NCI_C32847,http://mouse.owl#MA_0002139,True,0.9999992103693378
http://human.owl#NCI_C32931,http://mouse.owl#MA_0002695,True,0.9770215921547216
http://human.owl#NCI_C49798,http://mouse.owl#MA_0001131,True,0.999796122783857
http://human.owl#NCI_C12945,http://mouse.owl#MA_0000720,False,0.9999895549271772
http://human.owl#NCI_C12665,http://mouse.owl#MA_0001087,True,0.9999992103693378
http://human.owl#NCI_C33693,http://mouse.owl#MA_0002026,True,0.9995689468939613
http://human.owl#NCI_C33734,http://mouse.owl#MA_0000050,False,0.999999091165777
