Source,Target,Prediction,Confidence
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85505,http://purl.obolibrary.org/obo/DOID_13078,True,0.8519503228915782
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27392,http://purl.obolibrary.org/obo/DOID_4915,False,0.9999989719621736
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97168,http://purl.obolibrary.org/obo/DOID_0050670,False,0.9999860980626626
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40033,http://purl.obolibrary.org/obo/DOID_6067,True,0.999841289108504
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C122662,http://purl.obolibrary.org/obo/DOID_0050594,False,0.9999864556683433
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8884,http://purl.obolibrary.org/obo/DOID_5563,False,0.9988302244702674
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7658,http://purl.obolibrary.org/obo/DOID_0080072,False,0.9820134285150766
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26931,http://purl.obolibrary.org/obo/DOID_14177,False,0.9968272109221528
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41352,http://purl.obolibrary.org/obo/DOID_10568,False,0.9999976607241555
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4934,http://purl.obolibrary.org/obo/DOID_0060086,False,0.9999720323248966
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6585,http://purl.obolibrary.org/obo/DOID_3347,False,0.9525733492343351
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40025,http://purl.obolibrary.org/obo/DOID_5744,True,0.9399111474560162
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40267,http://purl.obolibrary.org/obo/DOID_6848,True,0.7772975499448491
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35468,http://purl.obolibrary.org/obo/DOID_4449,True,0.9914211374413645
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42700,http://purl.obolibrary.org/obo/DOID_6171,False,0.7772980595810041
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84671,http://purl.obolibrary.org/obo/DOID_6652,True,0.9999984951481292
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126691,http://purl.obolibrary.org/obo/DOID_0110633,False,0.8807951306501977
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3252,http://purl.obolibrary.org/obo/DOID_5039,False,0.999664355734915
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5973,http://purl.obolibrary.org/obo/DOID_13476,False,0.9959295479588041
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78395,http://purl.obolibrary.org/obo/DOID_13864,False,0.9984985298165022
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84562,http://purl.obolibrary.org/obo/DOID_14793,False,0.9959295479588041
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84683,http://purl.obolibrary.org/obo/DOID_14793,False,0.99999503825305
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118844,http://purl.obolibrary.org/obo/DOID_14793,False,0.9999980183344259
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116593,http://purl.obolibrary.org/obo/DOID_308,False,0.9999893165220308
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3101,http://purl.obolibrary.org/obo/DOID_2214,False,0.9999933694113405
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3969,http://purl.obolibrary.org/obo/DOID_0110849,True,0.9859349286634556
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35321,http://purl.obolibrary.org/obo/DOID_1925,False,0.9999989719621736
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C44959,http://purl.obolibrary.org/obo/DOID_11262,True,0.9980723932628891
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123251,http://purl.obolibrary.org/obo/DOID_0060854,True,0.4999991049788023
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7531,http://purl.obolibrary.org/obo/DOID_6576,True,0.9770206822328806
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8089,http://purl.obolibrary.org/obo/DOID_5485,False,0.9992900850599707
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98933,http://purl.obolibrary.org/obo/DOID_2862,True,0.9999644035311729
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9061,http://purl.obolibrary.org/obo/DOID_11615,True,0.9999721515254024
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35331,http://purl.obolibrary.org/obo/DOID_2237,False,0.9994466435884355
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49311,http://purl.obolibrary.org/obo/DOID_9877,False,0.9999987335551229
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43284,http://purl.obolibrary.org/obo/DOID_0050292,False,0.9996644712674415
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123251,http://purl.obolibrary.org/obo/DOID_0060855,True,0.8175722745186087
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C129074,http://purl.obolibrary.org/obo/DOID_0060758,True,0.999978111559716
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128336,http://purl.obolibrary.org/obo/DOID_5052,True,0.999989435724597
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3193,http://purl.obolibrary.org/obo/DOID_3153,False,0.9947795528003623
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C115327,http://purl.obolibrary.org/obo/DOID_4858,False,0.5621740899740191
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26755,http://purl.obolibrary.org/obo/DOID_1724,False,0.9999969455039983
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6569,http://purl.obolibrary.org/obo/DOID_4772,False,0.9399113610439951
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62570,http://purl.obolibrary.org/obo/DOID_2729,False,0.9999983759447105
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35823,http://purl.obolibrary.org/obo/DOID_2529,False,0.5621742575149787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C103186,http://purl.obolibrary.org/obo/DOID_0060043,False,0.9999992103693378
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35346,http://purl.obolibrary.org/obo/DOID_9942,False,0.6224569924862506
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97090,http://purl.obolibrary.org/obo/DOID_9252,True,0.9980722742833953
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C114357,http://purl.obolibrary.org/obo/DOID_676,True,0.9994464053018153
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128332,http://purl.obolibrary.org/obo/DOID_6196,False,0.9992900850599707
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27576,http://purl.obolibrary.org/obo/DOID_14203,True,0.9933055944970848
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7584,http://purl.obolibrary.org/obo/DOID_10041,False,0.999924830105154
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3223,http://purl.obolibrary.org/obo/DOID_3982,False,0.9999989719621736
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74983,http://purl.obolibrary.org/obo/DOID_0060426,False,0.9999967070975446
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9094,http://purl.obolibrary.org/obo/DOID_3068,True,0.9998762071859498
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3053,http://purl.obolibrary.org/obo/DOID_0060086,False,0.9933067716721652
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53554,http://purl.obolibrary.org/obo/DOID_0060548,True,0.9626715596583449
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3242,http://purl.obolibrary.org/obo/DOID_0070004,False,0.9820134285150766
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7810,http://purl.obolibrary.org/obo/DOID_1967,False,0.9706872506835901
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97169,http://purl.obolibrary.org/obo/DOID_0050672,False,0.9968266204804803
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116003,http://purl.obolibrary.org/obo/DOID_11574,False,0.9999779923584998
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7865,http://purl.obolibrary.org/obo/DOID_1790,True,0.9999642843334096
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123308,http://purl.obolibrary.org/obo/DOID_11722,True,0.9890107681910503
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84761,http://purl.obolibrary.org/obo/DOID_2741,False,0.9947795528003623
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C148318,http://purl.obolibrary.org/obo/DOID_0110302,True,0.6791744256333224
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4221,http://purl.obolibrary.org/obo/DOID_5233,False,0.8519505767925978
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8366,http://purl.obolibrary.org/obo/DOID_6198,False,0.9399119948053329
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53555,http://purl.obolibrary.org/obo/DOID_0060548,True,0.991421254704648
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3765,http://purl.obolibrary.org/obo/DOID_5884,False,0.9984985298165022
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84794,http://purl.obolibrary.org/obo/DOID_0050592,True,0.9999918197752665
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74999,http://purl.obolibrary.org/obo/DOID_0060485,False,0.9999988527586979
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4855,http://purl.obolibrary.org/obo/DOID_2596,True,0.989011932447037
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9281,http://purl.obolibrary.org/obo/DOID_7849,True,0.9999988527586979
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26871,http://purl.obolibrary.org/obo/DOID_1579,False,0.9999541524335852
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37257,http://purl.obolibrary.org/obo/DOID_3162,True,0.9999542716337786
